Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Fix versions,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Issue color),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field ([CHART] Date of First Response),Status Category
Validate that transaction id should have atleast one numeric value,P1-69,10094,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,04/Sep/21 3:55 PM,04/Sep/21 4:21 PM,09/Sep/21 4:56 AM,04/Sep/21 4:17 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-37,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000dr:,,P1 Sprint 2,,,,,,,,Done
Validate that type pf transaction should not be null,P1-68,10093,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,04/Sep/21 3:52 PM,04/Sep/21 4:18 PM,09/Sep/21 4:56 AM,04/Sep/21 4:17 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-32,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000dj:,,P1 Sprint 2,,,,,,,,Done
Validate that currencies should be international currencies,P1-67,10092,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,04/Sep/21 3:48 PM,04/Sep/21 4:19 PM,09/Sep/21 4:56 AM,04/Sep/21 4:17 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-41,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000db:,,P1 Sprint 2,,,,,,,,Done
Validate that amount should not be empty,P1-66,10091,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,04/Sep/21 3:39 PM,04/Sep/21 4:21 PM,09/Sep/21 4:56 AM,04/Sep/21 4:17 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-40,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000d3:,,P1 Sprint 2,,,,,,,,Done
Validate that amount should only be numeric,P1-65,10090,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,04/Sep/21 3:37 PM,04/Sep/21 4:21 PM,09/Sep/21 4:56 AM,04/Sep/21 4:17 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-40,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000cv:,,P1 Sprint 2,,,,,,,,Done
Validate that Recurring Profile id should not be null,P1-64,10089,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,04/Sep/21 3:31 PM,04/Sep/21 4:19 PM,09/Sep/21 4:56 AM,04/Sep/21 4:17 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-44,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000cn:,,P1 Sprint 2,,,,,,,,Done
Validate the Recurring Profile id should have at least one numeric value,P1-63,10088,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,04/Sep/21 3:30 PM,04/Sep/21 4:20 PM,09/Sep/21 4:56 AM,04/Sep/21 4:17 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-44,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000cf:,,P1 Sprint 2,,,,,,,,Done
Validate that invoice number should not be empty,P1-62,10087,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,04/Sep/21 3:25 PM,04/Sep/21 4:20 PM,09/Sep/21 4:56 AM,04/Sep/21 4:17 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-38,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000c7:,,P1 Sprint 2,,,,,,,,Done
Validate the Invoice number should at least have one numeric value,P1-61,10086,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,04/Sep/21 3:24 PM,04/Sep/21 4:20 PM,09/Sep/21 4:56 AM,04/Sep/21 4:17 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-38,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000bz:,,P1 Sprint 2,,,,,,,,Done
Validate receipt id should not be null,P1-60,10085,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,04/Sep/21 3:21 PM,04/Sep/21 4:21 PM,09/Sep/21 4:56 AM,04/Sep/21 4:15 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-36,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000br:,,P1 Sprint 2,,,,,,,,Done
Validate Receipt id with at least one numeric value,P1-59,10084,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,04/Sep/21 3:19 PM,04/Sep/21 4:21 PM,09/Sep/21 4:56 AM,04/Sep/21 4:14 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-36,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000bj:,,P1 Sprint 2,,,,,,,,Done
Validate mail id with missing notation@,P1-58,10083,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,04/Sep/21 3:17 PM,04/Sep/21 4:21 PM,09/Sep/21 4:56 AM,04/Sep/21 4:13 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-35,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000bb:,,P1 Sprint 2,,,,,,,,Done
Validate with proper mail id,P1-57,10082,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,04/Sep/21 3:16 PM,04/Sep/21 4:21 PM,09/Sep/21 4:56 AM,04/Sep/21 4:13 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-35,,,,,,,,,,,,,,{},,P1-1,,,,,0|i0005a:zzzv,,P1 Sprint 2,,,,,,,,Done
"Validate that date is correct, without date cannot able to search with the empty date column",P1-56,10081,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,02/Sep/21 8:52 AM,02/Sep/21 9:30 AM,09/Sep/21 4:56 AM,02/Sep/21 9:29 AM,Version1,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-29,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000av:,,,,,,,,,,Done
Validate the date format as yy - mm - dd,P1-55,10080,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,02/Sep/21 8:51 AM,02/Sep/21 9:30 AM,09/Sep/21 4:56 AM,02/Sep/21 9:29 AM,Version1,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-29,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000an:,,,,,,,,,,Done
"Validate the date to search with the date, Empty field will not be allowed if searching with date",P1-54,10079,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,02/Sep/21 8:48 AM,02/Sep/21 9:31 AM,09/Sep/21 4:56 AM,02/Sep/21 9:29 AM,Version1,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,7200,7200,,0%,7200,7200,,,P1-27,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000ar:,,,,,,,,,,Done
Validate access with login credentials ,P1-53,10078,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,02/Sep/21 8:44 AM,02/Sep/21 9:23 AM,09/Sep/21 4:56 AM,02/Sep/21 9:08 AM,Version1,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,7200,7200,,0%,7200,7200,,,P1-28,,,,,,,,,,,,,,{},,P1-1,,,,,0|i000a7:,,,,,,,,,,Done
Validate the date format as yy - mm - dd,P1-52,10077,Bug,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,02/Sep/21 8:41 AM,02/Sep/21 1:37 PM,09/Sep/21 4:56 AM,02/Sep/21 9:07 AM,Version1,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,7200,7200,,0%,7200,7200,,,P1-26,,,,,,,,,,,,,,{},,P1-1,,,,,0|i0009z:,,,,,,,,,,Done
Verify the Suffix,P1-51,10076,Test,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,02/Sep/21 7:26 AM,05/Sep/21 6:35 AM,09/Sep/21 4:56 AM,05/Sep/21 6:35 AM,,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,,,,,,,,,,,,,,,{},,P1-1,,,,,0|i0005i:zr,,P1 Sprint 3,,,,,,,,Done
Verify the Last Name ,P1-50,10075,Test,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,02/Sep/21 7:25 AM,05/Sep/21 6:34 AM,09/Sep/21 4:56 AM,05/Sep/21 6:34 AM,,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-77,P1-78,P1-79,,,,,,,,,,,,{},,P1-1,,,,,0|i0005i:zi,,P1 Sprint 3,,,,,,,,Done
Verify the Middle Name ,P1-49,10074,Test,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,02/Sep/21 7:24 AM,05/Sep/21 6:34 AM,09/Sep/21 4:56 AM,05/Sep/21 6:34 AM,,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-80,P1-81,,,,,,,,,,,,,{},,P1-1,,,,,0|i0005i:z,,P1 Sprint 3,,,,,,,,Done
Verify the First Name ,P1-48,10073,Test,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,02/Sep/21 7:24 AM,05/Sep/21 6:34 AM,09/Sep/21 4:56 AM,05/Sep/21 6:34 AM,Version 3,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-74,P1-75,P1-76,,,,,,,,,,,,{},,P1-1,,,,,0|i0005i:y,,P1 Sprint 3,,,,,,,,Done
Verify the Name with Salutation,P1-47,10072,Test,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,02/Sep/21 7:23 AM,05/Sep/21 6:35 AM,09/Sep/21 4:56 AM,05/Sep/21 6:35 AM,Version 3,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-83,,,,,,,,,,,,,,{},,P1-1,,,,,0|i0005i:x,,P1 Sprint 3,,,,,,,,Done
Verify the Salutations with the Name,P1-46,10071,Test,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,02/Sep/21 7:23 AM,05/Sep/21 6:35 AM,09/Sep/21 4:56 AM,05/Sep/21 6:35 AM,Version 3,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-82,,,,,,,,,,,,,,{},,P1-1,,,,,0|i0005i:v,,P1 Sprint 3,,,,,,,,Done
Verify the active status of the Profile,P1-45,10070,Test,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,02/Sep/21 7:22 AM,04/Sep/21 4:10 PM,09/Sep/21 4:56 AM,04/Sep/21 4:10 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,,,,,,,,,,,,,,,{},,P1-1,,,,,0|i0005a:zzzr,,P1 Sprint 2,,,,,,,,Done
Verify the profile is available or not,P1-44,10069,Test,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,02/Sep/21 7:22 AM,04/Sep/21 4:10 PM,09/Sep/21 4:56 AM,04/Sep/21 4:10 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-63,P1-64,P1-67,,,,,,,,,,,,{},,P1-1,,,,,0|i0005a:zzzi,,P1 Sprint 2,,,,,,,,Done
Verify the Admin selected is shown on the field,P1-43,10068,Test,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,02/Sep/21 7:20 AM,04/Sep/21 4:10 PM,09/Sep/21 4:56 AM,04/Sep/21 4:10 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,,,,,,,,,,,,,,,{},,P1-1,,,,,0|i0005a:zzz,,P1 Sprint 2,,,,,,,,Done
Verify the Admin can able to select the type of currencies from the dropdown list,P1-42,10067,Test,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,02/Sep/21 7:19 AM,04/Sep/21 4:10 PM,09/Sep/21 4:56 AM,04/Sep/21 4:10 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,,,,,,,,,,,,,,,{},,P1-1,,,,,0|i0005a:zzy,,P1 Sprint 2,,,,,,,,Done
Verify it is showing all the types of currencies,P1-41,10066,Test,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,02/Sep/21 7:19 AM,04/Sep/21 4:10 PM,09/Sep/21 4:56 AM,04/Sep/21 4:10 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,,,,,,,,,,,,,,,{},,P1-1,,,,,0|i0005a:zzx,,P1 Sprint 2,,,,,,,,Done
Verify the Text box is able to take the amount ,P1-40,10065,Test,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,02/Sep/21 7:18 AM,04/Sep/21 4:10 PM,09/Sep/21 4:56 AM,04/Sep/21 4:10 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-65,P1-66,,,,,,,,,,,,,{},,P1-1,,,,,0|i0005a:zzv,,P1 Sprint 2,,,,,,,,Done
Verify the Auction item Number to check the transaction,P1-39,10064,Test,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,02/Sep/21 7:18 AM,04/Sep/21 4:10 PM,09/Sep/21 4:56 AM,04/Sep/21 4:10 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-71,,,,,,,,,,,,,,{},,P1-1,,,,,0|i0005a:zzr,,P1 Sprint 2,,,,,,,,Done
Verify the Invoice Number to check the transaction,P1-38,10063,Test,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,02/Sep/21 7:16 AM,04/Sep/21 4:10 PM,09/Sep/21 4:56 AM,04/Sep/21 4:10 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-61,P1-62,,,,,,,,,,,,,{},,P1-1,,,,,0|i0005a:zzi,,P1 Sprint 2,,,,,,,,Done
Verify the Transaction id to check the transaction,P1-37,10062,Test,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,02/Sep/21 7:16 AM,04/Sep/21 4:10 PM,09/Sep/21 4:56 AM,04/Sep/21 4:10 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-69,P1-70,,,,,,,,,,,,,{},,P1-1,,,,,0|i0005a:zz,,P1 Sprint 2,,,,,,,,Done
Verify the Receipt id to check the transaction,P1-36,10061,Test,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,02/Sep/21 7:15 AM,04/Sep/21 4:10 PM,09/Sep/21 4:56 AM,04/Sep/21 4:10 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-59,P1-60,,,,,,,,,,,,,{},,P1-1,,,,,0|i0005a:zy,,P1 Sprint 2,,,,,,,,Done
Verify the Email id with the required conditions,P1-35,10060,Test,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,02/Sep/21 7:15 AM,04/Sep/21 4:10 PM,09/Sep/21 4:56 AM,04/Sep/21 4:10 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-57,P1-58,,,,,,,,,,,,,{},,P1-1,,,,,0|i0005a:zx,,P1 Sprint 2,,,,,,,,Done
Verify the Admin selected is shown on the field,P1-34,10059,Test,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,02/Sep/21 7:14 AM,04/Sep/21 4:10 PM,09/Sep/21 4:56 AM,04/Sep/21 4:10 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-73,,,,,,,,,,,,,,{},,P1-1,,,,,0|i0005a:zv,,P1 Sprint 2,,,,,,,,Done
Verify the Admin can able to select the type of transaction from the dropdown list,P1-33,10058,Test,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,02/Sep/21 7:13 AM,04/Sep/21 4:10 PM,09/Sep/21 4:56 AM,04/Sep/21 4:10 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,,,,,,,,,,,,,,,{},,P1-1,,,,,0|i0005a:zr,,P1 Sprint 2,,,,,,,,Done
Verify it is showing all the types of transactions,P1-32,10057,Test,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,02/Sep/21 7:13 AM,04/Sep/21 4:10 PM,09/Sep/21 4:56 AM,04/Sep/21 4:10 PM,Version 2,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,,,,,,,,P1-68,,,,,,,,,,,,,,{},,P1-1,,,,,0|i0005a:zi,,P1 Sprint 2,,,,,,,,Done
Verify the admin can able to search,P1-31,10056,Test,Done,P1,Project 1,software,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,,Medium,Done,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,02/Sep/21 7:12 AM,02/Sep/21 9:13 AM,09/Sep/21 4:56 AM,02/Sep/21 8:54 AM,Version1,,0,,,Pranathi Sai Prathyusha Mudiveti,612ef7a544c8ed006880e7cb,7200,7200,,0%,7200,7200,,,,,,,,,,,,,,,,,{},,P1-1,,,,,0|i00052:y,,P1 Sprint 1,,,,,,,,Done
